Shareholder - Name	Issuer - Name	Security - Report Date	Security - Type	Data Source URL
AMF Pension	Exelon	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fastenal Co	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fidelity National Information Services	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fifth Third Bancorp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	First Citizens BancShares	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fox	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Franklin Resources	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	General Electric	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	General Mills	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Gilead Sciences	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Goldman Sachs	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Halliburton	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Hartford Financial Service Group	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	HCA Holding	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Healthpeak Properties	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	HF Sinclair Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Hilton Worldwide Holding	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Home Depot	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Hormel Foods	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	HubSpot	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Illinois Tool Works	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Intercontinetal Exchange	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	IBM	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	International Flavors & Fragrances	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Intuit	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	IQVIA Holdings	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	JM Smucker Company	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	JNJ Nontradeable Contingent Value Right	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Johnson & Johnson	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Johnson Controls	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	JP Morgan Chase	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Kellogg	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	KeyCorp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Kroger	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Laboratory Corporation of America Holdings	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Linde	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lowe's	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lululemon Athletica	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Marathon Petrolium	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Marsh & McLennan	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Marvel Technology Group	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	McCormick & Company	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	McDonald's	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	MercadoLibre	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Merck & Co	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Meta A	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Microsoft	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	MicroStrategy	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Moderna	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Monster Bevere	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Moody's	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Morgan Stanley	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Netflix	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Newmont Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nike	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Norfolk Southern	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	NRG Energy	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nucor	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nvidia	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Occidental Petroleum	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Old Dominion Freight Line	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	ONEOK	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Paramount	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Parker Hannifin Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Philips 66	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Polestar Automotive	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	PNC Financial Services Group	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	PPG Industries	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Principal Financial	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Procter & Gamble	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Progressive	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Prologis	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Prudential Financial	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Quanta Services	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Quest Diagnostics	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Rivian Automotive	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Rockwell Automation	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Salesforce	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	SBA Communications	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Schlumberger	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Schwab	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Sempra Energy	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	ServiceNow	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Sherwin-Williams	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Shopify	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Snowflake	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Spotify	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Standard & Poor Global Inc	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Synchrony Financial	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Synopsys	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Targa Resources	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Target	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Tesla	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Texas Pacific Land	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	The Campbell's Company	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	TJX Companies	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Tractor Supply	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Trane Technologies	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Travelers Cos	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Ulta Beaty	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Union Pacific	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	United Parcel Service	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	United Rentals	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	UnitedHealth	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	US Bancorp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Valero Energy	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Verizon Communication	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Vertex Pharmaceuticals	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Visa	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	W.W. Grainger	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Walgreens Boots Alliance	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Walt Disney	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Waste Management	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Welltower	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Western Digital	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Willis Towers Watson	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Xylem	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Yum Brands	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Zoetis	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	A.P. Moller – Maersk	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	AB Sveriges Sakerstallda Obligationer	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Adobe	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Alfa Laval	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	American Express	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	American Tower Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Analog Devices	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Anheuser-Busch InBev	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	AstraZeneca	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	AT&T	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Atrium Ljungberg	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Balder	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Bank of America Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Bank of New York	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Baxter International	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Berlin Hyp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Best Buy	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Billerud	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	BlackRock	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Boliden	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	British Telecommunications	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Castellum	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Catena	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Citigroup	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Consolidated Edison Co of New York	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Danske Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Deutsche Telekom International Finance	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Diageo Capital	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	DNB Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	DSV Panalpina	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	eBay	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Ellevio	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Epiroc	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Ericsson	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Essity	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Euroclear Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fabege	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fastpartner	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Fiserv	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	GlaxoSmithKline Capital	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	H Lundbeck	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Heimstaden	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Hemsö Fastighets	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Hexagon	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Holmen	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Humlegården Fastigheter	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Industrivarden	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	John Deere Capital Corporation	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Johnson Controls International	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	JP Morgan Chase & Co	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Jyske Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Kellanova	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Kojamo	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Kungsleden	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Laboratory Corporation of America Holdings	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Landesbank Baden-Wuerttemberg	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Landshypotek Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lantmannen	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Latour	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lendlease Finance	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Linköpings Kommun	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Loomis	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lowe’s Co	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Lsega Financing	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	LKAB	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Länsförsäkringar Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Länsförsäkringar Hypotek	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Mondi Finance Europe GmbH	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Mölnlycke Holding	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nasdaq	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Natwest	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Naver Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	NCC	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nordea Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Nordea Hypotek	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Norrköpings kommun	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	NXP	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Optus Finance Pty	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Orange	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Packaging Corporation of America	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	PayPal Holdings	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	PNC Financial Services Group	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Prologis	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Qantas Airways	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Realty Income Corp	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	RELX	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Rentokil Initial	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Royal Bank of Canada	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	S&P Global	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Sagax	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Sagax	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	SATO	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	SBAB Bank	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Scania	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Securitas	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Servicenow	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Siemens Financieringsmaatschappij	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	Skandinaviska Enskilda Banken	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
AMF Pension	SKF	2025-03-06	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2024.pdf
