Shareholder - Name	Issuer - Name	Security - Type	Security - Report Date	Security - Market Value	Data Source URL
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	621,476	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	623,684	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	633,305	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	639,189	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	646,526	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	648,177	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	649,151	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	649,812	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	650,691	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	651,839	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	653,416	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	659,926	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	752,119	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	760,509	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	761,405	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	2025-08-26	765,932	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	163,369	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	225,250	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	286,452	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	330,216	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	456,689	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	460,544	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	463,908	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	213,723	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	294,559	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	324,098	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	459,498	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	2025-08-26	958,704	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	2025-08-26	111,961	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	2025-08-26	112,237	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	2025-08-26	550,123	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	2025-08-26	556,612	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	938,097	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	49,100	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	99,669	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	117,102	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	142,111	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	152,098	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	174,276	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	182,715	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	279,328	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	341,160	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	507,274	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	630,885	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	696,077	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	700,468	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	2025-08-26	757,425	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDWIRTSCHAFTLICHE RENTENBANK	Governments & Sovereigns	2025-08-26	336,232	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDWIRTSCHAFTLICHE RENTENBANK	Governments & Sovereigns	2025-08-26	474,891	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	171,337	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	98,122	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	103,626	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	121,279	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	246,566	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	2025-08-26	298,301	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	129,007	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	244,880	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	247,830	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	296,738	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	300,892	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	333,681	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	358,960	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	377,095	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	396,544	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	398,364	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	402,593	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	433,769	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	467,086	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	489,431	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	503,754	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	539,909	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	545,719	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	2025-08-26	712,646	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	45,801	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	49,109	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	101,102	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	163,008	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	163,711	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	175,949	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	176,949	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	177,284	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	177,805	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	184,028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	184,247	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	187,976	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	191,454	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	192,017	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	194,074	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	194,478	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	194,644	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	197,376	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	205,187	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	209,690	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	231,796	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	243,763	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	251,058	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	279,710	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	287,958	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	292,924	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	353,374	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	365,503	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	375,146	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	376,086	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	392,797	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	400,088	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	404,880	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	471,942	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	487,196	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	490,249	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	491,863	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	496,962	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	521,412	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	548,661	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	555,779	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	561,021	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	578,822	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	590,360	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	590,697	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	603,658	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	623,216	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	624,871	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	652,180	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	653,278	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	658,270	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	673,247	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	689,472	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	690,240	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	728,512	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	740,190	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	750,932	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	775,698	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	786,812	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	794,424	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	795,253	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	795,327	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	818,188	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	823,906	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	840,247	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	867,797	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	909,470	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	924,321	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	932,505	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	939,348	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	1,017,845	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	1,122,339	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	2025-08-26	1,126,858	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	97,617	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	150,485	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	189,996	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	192,453	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	207,987	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	279,939	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	288,064	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	406,941	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	382,245	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	437,314	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	464,926	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	567,980	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	571,007	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	573,464	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	WORLD BANK GROUP	Governments & Sovereigns	2025-08-26	594,709	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	DNB BANK ASA	Mortgages & Agencies	2025-08-26	205,456	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	2025-08-26	89,814	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	2025-08-26	146,416	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDSHYPOTEK EK FOR	Mortgages & Agencies	2025-08-26	178,025	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LÄNSFÖRSÄKRINGAR AB	Mortgages & Agencies	2025-08-26	295,767	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LÄNSFÖRSÄKRINGAR AB	Mortgages & Agencies	2025-08-26	325,561	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	40,226	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	119,516	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	160,170	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	266,509	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	280,938	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDEA BANK ABP	Mortgages & Agencies	2025-08-26	490,302	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	2025-08-26	124,352	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	SKANDINAVISKA ENSKILDA BANKEN AB	Mortgages & Agencies	2025-08-26	98,158	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
