Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Blue Owl Capital Inc	2024-06-04	160	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blue Square Real Estate Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bluegreen Vacations Holding Co	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Blueprint Medicines Corp	2024-06-04	170	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BML Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BMO Commercial Property Trust	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BNP Paribas	2024-06-04	314	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BNP Paribas SA	2024-06-04	105	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boardwalk Real Estate Investment	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bodycote PLC	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boiron SA	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BOISE CASCADE COMPANY	2024-06-04	106	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BOK Financial Corp	2024-06-04	109	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boliden AB	2024-06-04	1.357	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bombardier Inc	2024-06-04	3.037	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BoneSupport Holding AB	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	boohoo.com plc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Booking Holdings Inc	2024-06-04	15.176	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boozt AB	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boralex Inc	2024-06-04	138	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borgwarner Inc	2024-06-04	2.158	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borr Drilling Ltd	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borregaard ASA	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Borussia Dortmund GmbH & Co KG	2024-06-04	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boss Energy Ltd	2024-06-04	73	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bossard Holding AG	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Beer Co Inc/The	2024-06-04	114	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Omaha Corp	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Properties LP	2024-06-04	2.639	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boston Scientific Corp	2024-06-04	5.890	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bouygues SA	2024-06-04	10.930	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bowlero Corp	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Box Inc	2024-06-04	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boyd Gaming Corp	2024-06-04	183	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Boyd Group Services Inc	2024-06-04	177	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BP Captial Markets PLC	2024-06-04	4.758	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	BPost SA	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brady Corp	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brambles Finance PLC	2024-06-04	4.407	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brandywine Oper Partners	2024-06-04	1.493	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bravida Holding AB	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Braze Inc	2024-06-04	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bread Financial Holdings Inc	2024-06-04	76	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brembo SpA	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brenntag AG	2024-06-04	2.868	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Breville Group Ltd	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brickworks Ltd	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgebio Pharma Inc	2024-06-04	103	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgepoint Group PLC	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bridgestone Corp	2024-06-04	2.119	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bright Horizons Family Solutio	2024-06-04	173	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brighthouse Financial Inc	2024-06-04	174	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BrightSpire Capital Inc	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brinker International Inc	2024-06-04	2.534	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bristol Myers Squibb Company	2024-06-04	30.337	x1_000	EUR	0,19%	https://www.bplpensioen.nl/beleggen
BPL Pension	BRITISH LAND CO PLC	2024-06-04	1.557	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	British Telecommunications PLC	2024-06-04	159	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Britvic PLC	2024-06-04	134	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadcom Inc	2024-06-04	30.157	x1_000	EUR	0,19%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadridge Financial Solutions	2024-06-04	868	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Broadstone Net Lease Inc	2024-06-04	1.807	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookdale Senior Living Inc	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookfield Infrastructure Corp	2024-06-04	209	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookfield Reinsurance Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brookline Bancorp Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brother Industries Ltd	2024-06-04	3.892	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brown & Brown Inc	2024-06-04	2.705	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brown-Forman Corporation	2024-06-04	3.811	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BRP Group Inc	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bruker Corp	2024-06-04	263	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brunel International NV	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Brunello Cucinelli SpA	2024-06-04	91	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BSR Real Estate Investment Tru	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bucher Industries AG	2024-06-04	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Buckle Inc/The	2024-06-04	940	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bufab AB	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Builders FirstSource Inc	2024-06-04	3.264	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bumble Inc	2024-06-04	1.764	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunge Global SA	2024-06-04	3.825	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunka Shutter Co Ltd	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bunzl PLC	2024-06-04	3.878	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burberry Group PLC	2024-06-04	1.245	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burckhardt Compression Holding	2024-06-04	81	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bure Equity AB	2024-06-04	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burford Capital Ltd	2024-06-04	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burkhalter Holding AG	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Burlington Resources Fin	2024-06-04	1.651	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Business First Bancshares Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BWP Trust	2024-06-04	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Byline Bancorp Inc	2024-06-04	5	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bystronic AG	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bytes Technology Group PLC	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	C Uyemura & Co Ltd	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	C&C Group PLC	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CA Immobilien Anlagen AG	2024-06-04	46	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cabaletta Bio Inc	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cable One Inc	2024-06-04	73	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cactus Inc	2024-06-04	136	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadeler A/S	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadence BanCorp	2024-06-04	158	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadence Design Inc	2024-06-04	16.528	x1_000	EUR	0,10%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cadre Holdings Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cafe de Coral Holdings Ltd	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cairn Homes PLC	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calavo Growers Inc	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calbee Inc	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Caleres Inc	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	California Water Service Group	2024-06-04	192	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calix Inc	2024-06-04	768	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calix Ltd	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Calliditas Therapeutics AB	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 6Callon Petroleum Co	2024-06-04	57	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cal-Maine Foods Inc	2024-06-04	93	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camden National Corp	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Campbell Soup Co	2024-06-04	1.746	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camping World Holdings Inc	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camtek Ltd/Israel	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Camurus AB	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canaccord Genuity Group Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canada Goose Holdings Inc	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadia Apartment Properties	2024-06-04	2.416	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Energy Services & Tec	2024-06-04	1.017	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Imperial Bank of Commerce	2024-06-04	8.684	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian National Railway Co	2024-06-04	3.418	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Pacific Railway Ltd	2024-06-04	515	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Tire Corp Ltd	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Tire Corp-Class A	2024-06-04	2.566	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canadian Western Bank	2024-06-04	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CANCOM AG	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cannae Holdings Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Canon Electronics Inc	2024-06-04	8.600	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capcom Co Ltd	2024-06-04	916	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capgemini SE	2024-06-04	891	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	CapGen Capital Group III LLC	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capital & Regional PLC	2024-06-04	1.477	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capital City Bank Group Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capital One Bank Usa Na	2024-06-04	10.776	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capitaland Ascott Trust	2024-06-04	56	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CapitaLand China Trust	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capitaland India Trust	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CapitaLand Integrated Commerci	2024-06-04	427	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capitaland Investment Ltd/Sing	2024-06-04	177	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capitol Federal Financial Inc	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CapLand Ascendas REIT	2024-06-04	2.074	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capri Holdings Ltd	2024-06-04	208	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capricorn Metals Ltd	2024-06-04	66	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Capstone Mining Corp	2024-06-04	77	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CAR Group Ltd	2024-06-04	1.011	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carbone Lorraine	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cardinal Health Inc	2024-06-04	18.219	x1_000	EUR	0,11%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carel Industries SpA	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CareTrust REIT Inc	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cargojet Inc	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cargotec Corp	2024-06-04	2.701	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cargurus Inc	2024-06-04	2.496	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carl Zeiss Foundation	2024-06-04	955	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carlsberg Breweries A/S	2024-06-04	1.009	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carlyle Group LP/The	2024-06-04	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carmila	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carpenter Technology	2024-06-04	102	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carrefour SA	2024-06-04	7.361	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carriage Services Inc	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carrier Global Corp	2024-06-04	3.583	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carrols Restaurant Group Inc	2024-06-04	868	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cars.com Inc	2024-06-04	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Carvana Co	2024-06-04	139	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cascades Inc	2024-06-04	414	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Casella Waste Systems Inc	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Casino Guichard Perrachon	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Casio Computer Co Ltd	2024-06-04	1.006	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cass Information Systems Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cassava Sciences Inc	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CASTELLUM AB	2024-06-04	177	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Castle Biosciences Inc	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Catalyst Pharmaceuticals Inc	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Catena AB	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Caterpillar Inc	2024-06-04	11.134	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cathay General Bancorp	2024-06-04	141	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cava Group Inc	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cavco Industries Inc	2024-06-04	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cawachi Ltd	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CBIZ Inc	2024-06-04	1.363	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	CBOE GLOBAL MKTS INC	2024-06-04	502	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	cBrain A/S	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CBRE Group Inc	2024-06-04	6.921	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	CCC Intelligent Solutions Hold	2024-06-04	58	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CCL Industries Inc	2024-06-04	207	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CDL Hospitality Trusts	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CDW Corp	2024-06-04	7.411	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ceco Environmental Corp	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CECONOMY AG	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Celestica Inc	2024-06-04	2.590	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Celldex Therapeutics Inc	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cellebrite DI Ltd	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cembra Money Bank AG	2024-06-04	71	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centene Corp	2024-06-04	13.629	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centerra Gold Inc	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centerspace	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Central Garden and Pet Co	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Central Pacific Financial Corp	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centrica Plc	2024-06-04	2.124	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centrus Energy Corp	2024-06-04	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centuria Capital Group	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centuria Industrial REIT	2024-06-04	63	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Centuria Office REIT	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Century Communities Inc	2024-06-04	83	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Century Tokyo Leasing Corporation	2024-06-04	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cerence Inc	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ceres Power Holdings PLC	2024-06-04	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cerevel Therapeutics Holdings	2024-06-04	69	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Certara Inc	2024-06-04	65	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cettire Ltd	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CEVA Inc	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Cewe Color Holding AG	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CF Industries Holdings Inc	2024-06-04	672	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CGG SA	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	CGI Group Inc	2024-06-04	8.329	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	CH Robinson Worldwide Inc	2024-06-04	11.194	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chalice Gold Mines Ltd	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Challenger Financial Services	2024-06-04	80	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Champion Iron Ltd	2024-06-04	219	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Champion REIT	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ChampionX Corp	2024-06-04	209	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Change Holdings Inc	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ChargePoint Holdings Inc	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Chart Industries Inc	2024-06-04	187	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Charter Communications Inc	2024-06-04	384	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Charter Hall Group	2024-06-04	120	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Charter Hall Long Wale REIT	2024-06-04	57	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
