Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Greif Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grenergy Renovables SA	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GRENKELEASING AG	2024-06-04	22	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grid Dynamics Holdings Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grieg Seafood ASA	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Griffon Corp	2024-06-04	89	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Grocery Outlet Holding Corp	2024-06-04	99	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Group 1 Automotive Inc	2024-06-04	194	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe BPCE	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe Bruxelles Lambert SA	2024-06-04	1.280	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Groupe FNAC	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Growthpoint Properties Ltd	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	G-Tekt Corp	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guardant Health Inc	2024-06-04	93	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GUD Holdings Ltd	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guidewire Software Inc	2024-06-04	230	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gulfport Energy Corp	2024-06-04	65	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gulliver International Co Ltd	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GungHo Online Entertainment In	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gunma Bank Ltd/The	2024-06-04	113	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Gunze Ltd	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Guotai Junan International Hol	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GVS SpA	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	GXO Logistics Inc	2024-06-04	207	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	H Lundbeck A/S	2024-06-04	1.960	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	H&E Equipment Services Inc	2024-06-04	2.160	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	H&R Real Estate Investment Tru	2024-06-04	53	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	H2O Retailing Corp	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hachijuni Bank Ltd/The	2024-06-04	103	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hackett Group Inc/The	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haemonetics Corp	2024-06-04	3.293	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hagerty Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hain Celestial Group Inc/The	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haitong Securities Co Ltd	2024-06-04	21	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hakuhodo DY Holdings Inc	2024-06-04	547	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haleon PLC	2024-06-04	628	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halfords Group PLC	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hallador Energy Co	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halma Plc	2024-06-04	1.466	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halows Co Ltd	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Halozyme Therapeutics Inc	2024-06-04	807	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamamatsu Photonics KK	2024-06-04	816	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamborner REIT AG	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamburger Hafen und Logistik A	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hamilton Lane Inc	2024-06-04	83	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hammerson PLC	2024-06-04	37	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hancock Whitney Corp	2024-06-04	176	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HANESBRANDS INC	2024-06-04	45	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hang Lung Group Ltd	2024-06-04	826	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hang Seng Bank Ltd	2024-06-04	410	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hankyu Hanshin Holdings Inc	2024-06-04	219	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hankyu Reit Inc	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hanmi Financial Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hannon Armstrong Sustainable I	2024-06-04	96	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hannover Rueckversicherung AG	2024-06-04	897	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hanover Insurance Group	2024-06-04	143	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hansen Technologies Ltd	2024-06-04	1.070	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 15Hanwa Co Ltd	2024-06-04	112	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HarborOne Bancorp Inc	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harbour Energy PLC	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harel Insurance Investments &	2024-06-04	1.111	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hargreaves Lansdown PLC	2024-06-04	1.050	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harley-Davidson Inc	2024-06-04	200	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmonic Drive Systems Inc	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmonic Inc	2024-06-04	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harmony Biosciences Holdings I	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harrow Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hartford Financial Services Grp	2024-06-04	10.191	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Harvey Norman Holdings Ltd	2024-06-04	55	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haseko Corp	2024-06-04	1.020	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HashiCorp Inc	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haverty Furniture Cos Inc	2024-06-04	1.131	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hawkins Inc	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Haynes International Inc	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hays PLC	2024-06-04	72	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hayward Holdings Inc	2024-06-04	70	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hazama Ando Corp	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HB Fuller Co	2024-06-04	267	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HCA Healthcare Inc	2024-06-04	604	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HCI Group Inc	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Headwater Exploration Inc	2024-06-04	94	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healius Ltd	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Health Catalyst Inc	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthcare Realty Trust Inc	2024-06-04	204	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthcare Services Group Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HealthEquity Inc	2024-06-04	194	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Healthpeak Properties Inc	2024-06-04	3.980	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	HealthStream Inc	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heartland Express Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heartland Financial USA Inc	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hecla Mining Co	2024-06-04	108	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heidelberger Druckmaschinen AG	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heidrick & Struggles Internati	2024-06-04	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heijmans NV	2024-06-04	758	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heineken Holding NV	2024-06-04	247	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Corp	2024-06-04	31	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Real Estate Co Ltd	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwa Real Estate REIT Inc	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heiwado Co Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helen of Troy Ltd	2024-06-04	99	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helia Group Ltd	2024-06-04	1.645	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helios Technologies Inc	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helios Towers PLC	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helix Energy Solutions Group	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HelloFresh SE	2024-06-04	227	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Helmerich & Payne Inc	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hemnet Group AB	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Henkel AG & Co KGaA	2024-06-04	4.781	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hennes & Mauritz AB	2024-06-04	3.101	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Henry Schein Inc	2024-06-04	4.442	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hensoldt AG	2024-06-04	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HERA SPA	2024-06-04	885	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Herbalife Ltd	2024-06-04	56	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Herc Holdings Inc	2024-06-04	122	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heritage Commerce Corp	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Heritage Financial Corp/WA	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hermes International	2024-06-04	2.796	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hershey Co	2024-06-04	6.349	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hess Midstream LP	2024-06-04	154	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexagon AB	2024-06-04	730	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexagon Composites ASA	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexatronic Group AB	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexcel Corp	2024-06-04	253	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hexpol AB	2024-06-04	142	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hibbett Sports Inc	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hiday Hidaka Corp	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Highwoods Realty Limited	2024-06-04	1.678	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hikari Tsushin Inc	2024-06-04	165	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hikma Pharmaceuticals PLC	2024-06-04	1.561	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HILAN ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hill & Smith Holdings PLC	2024-06-04	145	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hillenbrand Inc	2024-06-04	111	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hillman Solutions Corp	2024-06-04	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hilltop Holdings Inc	2024-06-04	67	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hilton Food Group PLC	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HILTON GRAND VACA LLC/IN	2024-06-04	129	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hims & Hers Health Inc	2024-06-04	35	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hioki EE Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirata Corp	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HireRight Holdings Corp	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirogin Holdings Inc	2024-06-04	28	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hirose Electric Co Ltd	2024-06-04	759	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HIS Co Ltd	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hisamitsu Pharmaceutical Co Inc	2024-06-04	853	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hiscox Ltd	2024-06-04	1.015	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hitachi Ltd	2024-06-04	1.495	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HKBN Ltd	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HMS Networks AB	2024-06-04	32	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HNI Corp	2024-06-04	1.311	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hochschild Mining PLC	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hogy Medical Co Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hokkoku Financial Holdings Inc	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hokuhoku Financial Group Inc	2024-06-04	82	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holcim Ltd	2024-06-04	573	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holley Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Holmen AB	2024-06-04	351	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HOLOGIC INC	2024-06-04	6.202	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home BancShares Inc/AR	2024-06-04	128	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Consortium Ltd	2024-06-04	26	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Depot Inc	2024-06-04	39.083	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
BPL Pension	Home Reit PLC	2024-06-04	4	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HomeCo Daily Needs REIT	2024-06-04	41	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Honda Motor Co Ltd	2024-06-04	9.927	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hong Kong & China Gas	2024-06-04	3.504	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hongkong Land Holdings Ltd	2024-06-04	1.039	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hope Bancorp Inc	2024-06-04	86	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horace Mann Educators Corp	2024-06-04	59	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horiba Ltd	2024-06-04	113	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Horizon Bancorp/IN	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hormel Foods Corp	2024-06-04	527	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hornbach Holding AG & Co KGaA	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hoshino Resorts REIT Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hoshizaki Electric Co Ltd	2024-06-04	693	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Host Hotels & Resorts Inc	2024-06-04	5.564	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Houlihan Lokey Inc	2024-06-04	203	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	House Foods Corp	2024-06-04	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Howard Hughes Holdings Inc	2024-06-04	125	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Howden Joinery Group PLC	2024-06-04	1.200	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	HP Inc	2024-06-04	44.115	x1_000	EUR	0,27%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 16HSBC Holdings PLC	2024-06-04	9.514	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUB Group Inc	2024-06-04	120	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUB24 Ltd	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hubbell Inc	2024-06-04	1.956	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huber & Suhner AG	2024-06-04	44	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HubSpot Inc	2024-06-04	3.911	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	HudBay Minerals Inc	2024-06-04	98	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hudson Pacific Properties Inc	2024-06-04	51	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hudson Technologies Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hufvudstaden AB	2024-06-04	33	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUGHES SATELLITE SYSTEMS	2024-06-04	1.106	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hugo Boss AG	2024-06-04	3.842	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huhtamaki OYJ	2024-06-04	104	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hulic Co Ltd	2024-06-04	1.387	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hulic Reit Inc	2024-06-04	30	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Humana Inc	2024-06-04	15.408	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hunting PLC	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huntington Bancshares Inc / OH	2024-06-04	290	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	HUNTSMAN INTERNATIONAL L	2024-06-04	147	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Huron Consulting Group Inc	2024-06-04	1.713	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hutchison Port Holdings Trust	2024-06-04	54	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hutchison Whampoa Ltd	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hyakugo Bank Ltd/The	2024-06-04	1.303	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hydra SpA	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hydro One Ltd	2024-06-04	6.565	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hypoport AG	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hysan Development Company Limited	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hyster-Yale Materials Handling	2024-06-04	850	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	I3 Verticals Inc	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	i-80 Gold Corp	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	iA Financial Corp Inc	2024-06-04	2.076	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	IAC Inc	2024-06-04	97	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	IAMGOLD CORP	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Iberdrola International BV	2024-06-04	4.914	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	IBJ Leasing Co Ltd	2024-06-04	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	IBM Corp	2024-06-04	38.334	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
BPL Pension	IBS Partners Ltd	2024-06-04	45	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ICADE	2024-06-04	52	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ICF International Inc	2024-06-04	78	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ichibanya Co Ltd	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ichigo Office REIT Investment	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ichor Holdings Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ICU Medical Inc	2024-06-04	82	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ID Logistics Group	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ideaya Biosciences Inc	2024-06-04	42	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Idec Corp/Japan	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Idemitsu Kosan Co Ltd	2024-06-04	3.056	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
