Shareholder	Issuer - Name	Security - Type	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
Pensioenfonds Zorg & Welzjin	Cinven	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	The Jordan Company	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Co-Investering	2025-12-31	150	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Permira	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Castik Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	EQT Group	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	EQT Group	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Equistone Partners Europe	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gyrus Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ethos Private Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAI Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Carlyle Group	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Alpha Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.25	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clessidra Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.4	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Veritas Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.5	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Fortino Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	EQT Group	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gulf Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Genstar Capital	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Genstar Capital	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Genstar Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Genstar Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Genstar Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	GHO Capital Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	GHO Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Great Hill Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.7	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	L Catterton	Co-Investering	2025-12-31	250	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Great Hill Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Great Hill Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Greenbriar Equity Group	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Exponent Private Equity Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Bain Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gyrus Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gyrus Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Carlyle Group	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Fonds	2025-12-31	300	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hg Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hony Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Bain Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.35	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ardian	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.6	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	IFC	Fonds	2025-12-31	50	x1_000_000	EUR	0.3	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Co-Investering	2025-12-31	150	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Index Venture Growth Associates	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Index Venture Growth Associates	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Index Venture Growth Associates	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Index Venture Growth Associates	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Index Venture Growth Associates	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	NPM Capital	Co-Investering	2025-12-31	150	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	200	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Fonds	2025-12-31	150	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Fonds	2025-12-31	200	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Invision	Fonds	2025-12-31	100	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Invision	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Anchor Equity Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	K1 Capital	Fonds	2025-12-31	150	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	K1 Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Nautic Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Insight Venture Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Kohlberg, Kravis, Roberts & Co.	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Kohlberg, Kravis, Roberts & Co.	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Kohlberg, Kravis, Roberts & Co.	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	L Catterton	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	L Catterton	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Madison Dearborn	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Advent International Corp.	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	American Securities Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	TDR Capital	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	CVC Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.45	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ardian	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.15	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Littlejohn & Co.	Fonds	2025-12-31	150	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Livingbridge	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	GHO Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Gyrus Capital Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.45	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Platinum Equity	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Madison Dearborn	Fonds	2025-12-31	150	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Deutsche Beteiligungs AG	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.3	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Cinven	Co-Investering	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Madison Dearborn	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Clayton, Dubilier & Rice, Inc.	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	NextGen Ventures	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Montagu Private Equity	Fonds	2025-12-31	100	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Investindustrial Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.45	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	PAI Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Nautic Partners	Fonds	2025-12-31	150	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Nautic Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Hellman & Friedman, LLC	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	New Mountain Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	New Mountain Capital Partners	Fonds	2025-12-31	200	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	New Mountain Capital Partners	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Francisco Partners	Co-Investering	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Ardian	Co-Investering	2025-12-31	50	x1_000_000	EUR	1.0	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Nordian Capital B.V.	Fonds	2025-12-31	50	x1_000_000	EUR	0.2	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Nordian Capital B.V.	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.02	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	50	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Norvestor Equity	Fonds	2025-12-31	100	x1_000_000	EUR	0.1	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Oakley Capital	Fonds	2025-12-31	100	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
Pensioenfonds Zorg & Welzjin	Oakley Capital	Fonds	2025-12-31	50	x1_000_000	EUR	0.05	https://www.pfzw.nl/over-pfzw/beleggen-voor-een-goed-pensioen/soorten-beleggingen.html
