Shareholder - Name	Issuer - Name	Issuer - Country Name	Issuer - Sector	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Data Source URL
PensionDanmark	Monster Beverage	United states	Soft Drinks & Non-alcoholic Beverages	2025-12-31	10.03	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Canadian Pacific Kansas City	Canada	Rail Transportation	2025-12-31	10.03	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	L3Harris Technologies	United states	Aerospace & Defense	2025-12-31	10.02	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	MetLife	United states	Life & Health Insurance	2025-12-31	10.00	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Erste Group Bank	Austria	Diversified Banks	2025-12-31	9.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Aflac	United states	Life & Health Insurance	2025-12-31	9.78	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Truist Financial	United states	Regional Banks	2025-12-31	9.77	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Wesfarmers	Australia	Broadline Retail	2025-12-31	9.74	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	NIKE	United states	Footwear	2025-12-31	9.74	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	EQT	Sweden	Asset Management & Custody Banks	2025-12-31	9.71	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Barrick Mining	Canada	Gold	2025-12-31	9.69	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Republic Services	United states	Environmental & Facilities Services	2025-12-31	9.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Vonovia	Germany	Real Estate Operating Companies	2025-12-31	9.57	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Hannover Rueck	Germany	Reinsurance	2025-12-31	9.56	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	TransDigm	United states	Aerospace & Defense	2025-12-31	9.48	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	EOG Resources	United states	Oil & Gas Exploration & Production	2025-12-31	9.46	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Publicis Groupe	France	Advertising	2025-12-31	9.45	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Henkel	Germany	Household Products	2025-12-31	9.40	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Digital Realty Trust	United states	Data Center REITs	2025-12-31	9.36	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fast Retailing	Japan	Apparel Retail	2025-12-31	9.35	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	FANUC	Japan	Industrial Machinery & Supplies & Components	2025-12-31	9.32	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Prysmian	Italy	Electrical Components & Equipment	2025-12-31	9.31	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Nasdaq	United states	Financial Exchanges & Data	2025-12-31	9.31	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Marathon Petroleum	United states	Oil & Gas Refining & Marketing	2025-12-31	9.29	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Coinbase Global	United states	Financial Exchanges & Data	2025-12-31	9.28	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	ENEOS Holdings	Japan	Oil & Gas Refining & Marketing	2025-12-31	9.28	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	PayPal	United states	Transaction & Payment Processing Services	2025-12-31	9.18	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	MongoDB	United states	Internet Services & Infrastructure	2025-12-31	9.17	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Swedbank	Sweden	Diversified Banks	2025-12-31	9.14	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	ANZ Group	Australia	Diversified Banks	2025-12-31	9.09	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Bank of China	China	Diversified Banks	2025-12-31	9.04	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	FirstRand	South africa	Diversified Financial Services	2025-12-31	8.96	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Alimentation Couche-Tard	Canada	Food Retail	2025-12-31	8.94	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Corteva	United states	Fertilizers & Agricultural Chemicals	2025-12-31	8.94	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Warner Bros Discovery	United states	Movies & Entertainment	2025-12-31	8.93	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	CTBC Financial	Taiwan	Diversified Banks	2025-12-31	8.87	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	AIB Group	Ireland	Diversified Banks	2025-12-31	8.82	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Reckitt Benckiser	United Kingdom	Household Products	2025-12-31	8.82	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	American International	United states	Property & Casualty Insurance	2025-12-31	8.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Howmet Aerospace	United states	Aerospace & Defense	2025-12-31	8.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Cloudflare	United states	Internet Services & Infrastructure	2025-12-31	8.79	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	CSL	Australia	Biotechnology	2025-12-31	8.78	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Koninklijke KPN	Netherlands	Integrated Telecommunication Services	2025-12-31	8.76	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	National Bank of Canada	Canada	Diversified Banks	2025-12-31	8.74	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Wolters Kluwer	Netherlands	Research & Consulting Services	2025-12-31	8.74	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	China Merchants Bank	China	Diversified Banks	2025-12-31	8.73	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Vistra	United states	Independent Power Producers & Energy Traders	2025-12-31	8.73	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Schindler	Switzerland	Industrial Machinery & Supplies & Components	2025-12-31	8.72	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Nintendo	Japan	Interactive Home Entertainment	2025-12-31	8.66	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Vale	Brazil	Steel	2025-12-31	8.65	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Anglogold Ashanti	United Kingdom	Gold	2025-12-31	8.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Essity	Sweden	Household Products	2025-12-31	8.60	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sampo	Finland	Property & Casualty Insurance	2025-12-31	8.59	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	National Grid	United Kingdom	Multi-Utilities	2025-12-31	8.59	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	National Bank of Greece	Greece	Diversified Banks	2025-12-31	8.58	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Vertiv	United states	Electrical Components & Equipment	2025-12-31	8.56	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	KDDI Corp	Japan	Wireless Telecommunication Services	2025-12-31	8.54	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Agilent Technologies	United states	Life Sciences Tools & Services	2025-12-31	8.52	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Edwards Lifesciences	United states	Health Care Equipment	2025-12-31	8.50	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Markel	United states	Property & Casualty Insurance	2025-12-31	8.50	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	CoStar	United states	Real Estate Services	2025-12-31	8.43	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Teradyne	United states	Semiconductor Materials & Equipment	2025-12-31	8.43	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Cencora	United states	Health Care Distributors	2025-12-31	8.41	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Compass	United Kingdom	Restaurants	2025-12-31	8.41	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	EPAM Systems	United states	IT Consulting & Other Services	2025-12-31	8.40	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	B3 SA - Brasil Bolsa Balcao	Brazil	Financial Exchanges & Data	2025-12-31	8.38	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Seagate Technology	United states	Technology Hardware, Storage & Peripherals	2025-12-31	8.35	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	NRG Energy	United states	Electric Utilities	2025-12-31	8.34	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	AMETEK	United states	Electrical Components & Equipment	2025-12-31	8.33	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fubon Financial	Taiwan	Life & Health Insurance	2025-12-31	8.33	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sumitomo	Japan	Trading Companies & Distributors	2025-12-31	8.33	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Public Service Enterprise	United states	Multi-Utilities	2025-12-31	8.30	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Itau Unibanco	Brazil	Diversified Banks	2025-12-31	8.26	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Grupo Financiero Banorte	Mexico	Diversified Banks	2025-12-31	8.25	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fiserv	United states	Transaction & Payment Processing Services	2025-12-31	8.22	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Canadian National Railway	Canada	Rail Transportation	2025-12-31	8.21	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Macquarie	Australia	Diversified Capital Markets	2025-12-31	8.18	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Western Digital	United states	Technology Hardware, Storage & Peripherals	2025-12-31	8.15	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Prudential Financial	United states	Life & Health Insurance	2025-12-31	8.13	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	IDEXX Laboratories	United states	Health Care Equipment	2025-12-31	8.10	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Emaar Properties	United Arab Emirates	Real Estate Development	2025-12-31	8.07	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kone	Finland	Industrial Machinery & Supplies & Components	2025-12-31	8.06	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Comfort Systems USA	United states	Construction & Engineering	2025-12-31	8.04	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Quanta Services	United states	Construction & Engineering	2025-12-31	8.02	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Xcel Energy	United states	Electric Utilities	2025-12-31	8.01	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	DNB Bank	Norway	Diversified Banks	2025-12-31	8.00	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Bank of Nova Scotia	Canada	Diversified Banks	2025-12-31	7.99	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	SLB	United states	Oil & Gas Equipment & Services	2025-12-31	7.89	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Orange	France	Integrated Telecommunication Services	2025-12-31	7.89	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	ONEOK	United states	Oil & Gas Storage & Transportation	2025-12-31	7.87	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Stella-Jones	Canada	Forest Products	2025-12-31	7.87	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Dassault Systemes	France	Application Software	2025-12-31	7.86	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Hong Kong Exchanges & Clearing	Hong Kong	Financial Exchanges & Data	2025-12-31	7.86	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Axis Bank	India	Diversified Banks	2025-12-31	7.84	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	WEC Energy	United states	Multi-Utilities	2025-12-31	7.83	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Phillips 66	United states	Oil & Gas Refining & Marketing	2025-12-31	7.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fastenal	United states	Trading Companies & Distributors	2025-12-31	7.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Standard Chartered	United Kingdom	Diversified Banks	2025-12-31	7.81	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Cie Generale des Etablissements Michelin	France	Tires & Rubber	2025-12-31	7.79	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Disco	Japan	Semiconductor Materials & Equipment	2025-12-31	7.77	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sempra	United states	Multi-Utilities	2025-12-31	7.76	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Equinor	Norway	Integrated Oil & Gas	2025-12-31	7.71	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Ventas	United states	Health Care REITs	2025-12-31	7.68	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Chipotle Mexican Grill	United states	Restaurants	2025-12-31	7.67	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Experian	Ireland	Research & Consulting Services	2025-12-31	7.66	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fortinet	United states	Systems Software	2025-12-31	7.66	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Stellantis	Netherlands	Automobile Manufacturers	2025-12-31	7.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Swiss Life	Switzerland	Life & Health Insurance	2025-12-31	7.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Valero Energy	United states	Oil & Gas Refining & Marketing	2025-12-31	7.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Westinghouse Air Brake Technologies	United states	Construction Machinery & Heavy Transportation Equipment	2025-12-31	7.64	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Koninklijke Philips	Netherlands	Health Care Equipment	2025-12-31	7.60	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Hyundai Motor	South Korea	Automobile Manufacturers	2025-12-31	7.59	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Gartner	United states	IT Consulting & Other Services	2025-12-31	7.59	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	NatWest	United Kingdom	Diversified Banks	2025-12-31	7.57	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Air Products and Chemicals	United states	Industrial Gases	2025-12-31	7.57	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Bajaj Finance	India	Consumer Finance	2025-12-31	7.54	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	3i Group	United Kingdom	Asset Management & Custody Banks	2025-12-31	7.54	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Intact Financial	Canada	Property & Casualty Insurance	2025-12-31	7.50	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Franco-Nevada	Canada	Gold	2025-12-31	7.48	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Haleon	United Kingdom	Pharmaceuticals	2025-12-31	7.45	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Teck Resources	Canada	Diversified Metals & Mining	2025-12-31	7.42	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Ensign	United states	Health Care Facilities	2025-12-31	7.42	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Waste Connections	Canada	Environmental & Facilities Services	2025-12-31	7.41	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sun Life Financial	Canada	Life & Health Insurance	2025-12-31	7.40	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Euronext	Netherlands	Financial Exchanges & Data	2025-12-31	7.40	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Willis Towers Watson	United Kingdom	Insurance Brokers	2025-12-31	7.35	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Hoya Corp	Japan	Health Care Supplies	2025-12-31	7.35	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Wartsila	Finland	Industrial Machinery & Supplies & Components	2025-12-31	7.34	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sompo Holdings	Japan	Property & Casualty Insurance	2025-12-31	7.34	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Diageo	United Kingdom	Distillers & Vintners	2025-12-31	7.32	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Rio Tinto	United Kingdom	Diversified Metals & Mining	2025-12-31	7.32	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Exelon	United states	Electric Utilities	2025-12-31	7.31	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kroger	United states	Food Retail	2025-12-31	7.30	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Terna - Rete Elettrica Nazionale	Italy	Electric Utilities	2025-12-31	7.28	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Rio Tinto	Australia	Diversified Metals & Mining	2025-12-31	7.26	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fortis	Canada	Electric Utilities	2025-12-31	7.25	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Siemens Healthineers	Germany	Health Care Equipment	2025-12-31	7.19	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Cognizant Technology Solutions	United states	IT Consulting & Other Services	2025-12-31	7.19	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	FUJIFILM	Japan	Technology Hardware, Storage & Peripherals	2025-12-31	7.18	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Schouw	Denmark	Packaged Foods & Meats	2025-12-31	7.16	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Takeda Pharmaceutical	Japan	Pharmaceuticals	2025-12-31	7.14	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kinder Morgan	United states	Oil & Gas Storage & Transportation	2025-12-31	7.12	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Entergy	United states	Electric Utilities	2025-12-31	7.11	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	PACCAR	United states	Construction Machinery & Heavy Transportation Equipment	2025-12-31	7.11	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	United Rentals	United states	Trading Companies & Distributors	2025-12-31	7.07	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	PG&E Corp	United states	Electric Utilities	2025-12-31	7.06	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Simon Property	United states	Retail REITs	2025-12-31	7.06	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	TKO Group	United states	Movies & Entertainment	2025-12-31	7.05	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Baidu	China	Interactive Media & Services	2025-12-31	7.04	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Murata Manufacturing	Japan	Electronic Components	2025-12-31	7.02	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Workday	United states	Application Software	2025-12-31	7.01	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Roper Technologies	United states	Application Software	2025-12-31	6.99	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Ferguson Enterprises	United states	Trading Companies & Distributors	2025-12-31	6.98	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	FTAI Aviation	United states	Trading Companies & Distributors	2025-12-31	6.97	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Consolidated Edison	United states	Multi-Utilities	2025-12-31	6.97	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Svenska Handelsbanken	Sweden	Diversified Banks	2025-12-31	6.94	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kenvue	United states	Personal Care Products	2025-12-31	6.94	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Shin-Etsu Chemical	Japan	Specialty Chemicals	2025-12-31	6.89	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Yum China	China	Restaurants	2025-12-31	6.89	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Keysight Technologies	United states	Electronic Equipment & Instruments 	2025-12-31	6.88	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	American Electric Power	United states	Electric Utilities	2025-12-31	6.86	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	DR Horton	United states	Homebuilding	2025-12-31	6.84	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Constellation Software	Canada	Application Software	2025-12-31	6.84	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Merck	Germany	Pharmaceuticals	2025-12-31	6.82	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	KBC Group	Belgium	Diversified Banks	2025-12-31	6.80	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kingspan	Ireland	Building Products	2025-12-31	6.79	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Fidelity National Information Services	United states	Transaction & Payment Processing Services	2025-12-31	6.78	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Cheniere Energy	United states	Oil & Gas Storage & Transportation	2025-12-31	6.77	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	United Parcel Service	United states	Air Freight & Logistics	2025-12-31	6.77	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Aviva	United Kingdom	Multi-line Insurance	2025-12-31	6.77	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	ROBLOX	United states	Interactive Home Entertainment	2025-12-31	6.75	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Kerry Group	Ireland	Packaged Foods & Meats	2025-12-31	6.73	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Dominion Energy	United states	Multi-Utilities	2025-12-31	6.70	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Daiichi Sankyo	Japan	Pharmaceuticals	2025-12-31	6.68	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Sumitomo Mitsui Trust	Japan	Diversified Banks	2025-12-31	6.66	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Toyota Tsusho	Japan	Trading Companies & Distributors	2025-12-31	6.63	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	TORM	United Kingdom	Oil & Gas Storage & Transportation	2025-12-31	6.61	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Mettler-Toledo International	United states	Life Sciences Tools & Services	2025-12-31	6.58	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	Aena SME	Spain	Airport Services	2025-12-31	6.53	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
PensionDanmark	TC Energy	Canada	Oil & Gas Storage & Transportation	2025-12-31	6.53	x1_000_000	EUR	https://www.pensiondanmark.com/en/investments/equity-list/
