Shareholder - Name	Issuer - Name	Security - Type	Security - ISIN	Security - Report Date	Security - Market Value	Security - Market Value - Currency Code	Bond - Maturity Date	Data Source URL
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	XS2577518215	2025-08-26	309,055	SEK	1/19/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	XS2579291910	2025-08-26	330,365	SEK	1/25/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	XS2320545499	2025-08-26	494,114	SEK	3/23/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	XS2230650405	2025-08-26	540,989	SEK	9/17/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	US298785HM16	2025-08-26	186,131	USD	5/24/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	10	2025-08-26	437,927	USD		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	US298785JN70	2025-08-26	504,932	USD	5/13/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	US298785JH03	2025-08-26	636,399	USD	9/23/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN INVESTMENT BANK	Governments & Sovereigns	US298785JV96	2025-08-26	710,494	USD	2/14/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EUROPEAN UNION	Governments & Sovereigns	2	2025-08-26	394,991	EUR		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	EXPORT DEVELOPMENT CANADA	Governments & Sovereigns	6	2025-08-26	495,261	USD		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	FRENCH REPUBLIC GOVERNMENT BOND	Governments & Sovereigns	FR0014003513	2025-08-26	216,735	EUR	2/25/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	FRENCH REPUBLIC GOVERNMENT BOND	Governments & Sovereigns	FR0013250560	2025-08-26	263,888	EUR	5/25/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	FRENCH REPUBLIC GOVERNMENT BOND	Governments & Sovereigns	FR001400PM68	2025-08-26	456,406	EUR	2/25/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	FRENCH REPUBLIC GOVERNMENT BOND	Governments & Sovereigns	FR0011317783	2025-08-26	578,457	EUR	10/25/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	FRENCH REPUBLIC GOVERNMENT BOND	Governments & Sovereigns	FR001400XLW2	2025-08-26	686,460	EUR	9/24/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	INTER-AMERICAN DEVELOPMENT BANK	Governments & Sovereigns	US4581X0EF19	2025-08-26	761,215	USD	9/14/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	9	2025-08-26	197,738	JPY		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103601LA4	2025-08-26	314,874	JPY	9/20/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103441G98	2025-08-26	590,336	JPY	9/20/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103681NA2	2025-08-26	616,805	JPY	9/20/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103661N43	2025-08-26	621,476	JPY	3/20/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103631M74	2025-08-26	623,684	JPY	6/20/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103581L42	2025-08-26	633,305	JPY	3/20/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103551K72	2025-08-26	639,189	JPY	6/20/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103511J74	2025-08-26	646,526	JPY	6/20/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103501J35	2025-08-26	648,177	JPY	3/20/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1051671Q49	2025-08-26	649,151	JPY	3/20/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1051661Q33	2025-08-26	649,812	JPY	12/20/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103481H98	2025-08-26	650,691	JPY	9/20/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1051731QA0	2025-08-26	651,839	JPY	9/20/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103461H35	2025-08-26	653,416	JPY	3/20/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	7	2025-08-26	659,926	JPY		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103701P43	2025-08-26	752,119	JPY	3/20/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103741Q44	2025-08-26	760,509	JPY	3/20/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103761QA5	2025-08-26	761,405	JPY	9/20/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	JAPAN GOVERNMENT	Governments & Sovereigns	JP1103721PA1	2025-08-26	765,932	JPY	9/20/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	DE0001102580	2025-08-26	163,369	EUR	2/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	XS2331327564	2025-08-26	225,250	EUR	6/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	DE000BU27006	2025-08-26	286,452	EUR	11/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	DE000BU2Z023	2025-08-26	330,216	EUR	2/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	XS2626288760	2025-08-26	456,689	EUR	5/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	DE000BU2Z031	2025-08-26	460,544	EUR	8/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	XS2816013937	2025-08-26	463,908	EUR	3/31/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	XS2703616255	2025-08-26	213,723	SEK	10/31/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	9	2025-08-26	294,559	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	XS2677607132	2025-08-26	324,098	SEK	9/24/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	US500769KD52	2025-08-26	459,498	USD	2/28/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KFW	Governments & Sovereigns	10	2025-08-26	958,704	USD		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	ES00000128H5	2025-08-26	111,961	EUR	10/31/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	ES00000127Z9	2025-08-26	112,237	EUR	4/30/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	ES0000012B39	2025-08-26	550,123	EUR	4/30/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SPAIN	Governments & Sovereigns	ES00000128P8	2025-08-26	556,612	EUR	4/30/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	XS3101501776	2025-08-26	938,097	EUR	6/26/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	SE0017830730	2025-08-26	49,100	SEK	11/11/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	SE0007125927	2025-08-26	99,669	SEK	11/12/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	SE0013935319	2025-08-26	117,102	SEK	5/12/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	142,111	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	152,098	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	174,276	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	9	2025-08-26	182,715	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	SE0011281922	2025-08-26	279,328	SEK	11/12/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	SE0009496367	2025-08-26	341,160	SEK	5/12/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	507,274	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	12	2025-08-26	630,885	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	696,077	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	6	2025-08-26	700,468	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	KINGDOM OF SWEDEN	Governments & Sovereigns	12	2025-08-26	757,425	SEK		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDWIRTSCHAFTLICHE RENTENBANK	Governments & Sovereigns	XS2238022060	2025-08-26	336,232	SEK	9/28/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	LANDWIRTSCHAFTLICHE RENTENBANK	Governments & Sovereigns	XS2386638220	2025-08-26	474,891	SEK	9/14/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS3028251497	2025-08-26	171,337	EUR	3/19/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS2400452731	2025-08-26	98,122	SEK	10/20/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS2849666941	2025-08-26	103,626	SEK	6/28/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS2690013722	2025-08-26	121,279	SEK	9/22/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS2548946560	2025-08-26	246,566	SEK	10/24/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	NORDIC INVESTMENT BANK	Governments & Sovereigns	XS2901992045	2025-08-26	298,301	SEK	9/16/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BDX8CX86	2025-08-26	129,007	GBP	3/22/2068	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B3D4VD98	2025-08-26	244,880	GBP	11/22/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BMV7TC88	2025-08-26	247,830	GBP	1/31/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BYMWG366	2025-08-26	296,738	GBP	3/22/2046	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BZ13DV40	2025-08-26	300,892	GBP	8/10/2048	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	6	2025-08-26	333,681	GBP		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B73ZYW09	2025-08-26	358,960	GBP	3/22/2052	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B7RN0G65	2025-08-26	377,095	GBP	3/22/2044	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B3MYD345	2025-08-26	396,544	GBP	11/22/2042	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	12	2025-08-26	398,364	GBP		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BQC82B83	2025-08-26	402,593	GBP	7/22/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B3Y1JG82	2025-08-26	433,769	GBP	3/22/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BL6C7720	2025-08-26	467,086	GBP	1/29/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B1L6W962	2025-08-26	489,431	GBP	11/22/2037	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00BM8Z2S21	2025-08-26	503,754	GBP	7/31/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B46CGH68	2025-08-26	539,909	GBP	3/22/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	12	2025-08-26	545,719	GBP		https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED KINGDOM I/L GILT	Governments & Sovereigns	GB00B3LZBF68	2025-08-26	712,646	GBP	3/22/2040	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810SB52	2025-08-26	45,801	USD	2/15/2048	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810RR14	2025-08-26	49,109	USD	2/15/2046	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CCB54	2025-08-26	101,102	USD	5/15/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CAE12	2025-08-26	163,008	USD	8/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CAV37	2025-08-26	163,711	USD	11/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828YS30	2025-08-26	175,949	USD	11/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CCY57	2025-08-26	176,949	USD	9/30/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CAY75	2025-08-26	177,284	USD	11/30/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CFF32	2025-08-26	177,805	USD	8/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CCZ23	2025-08-26	184,028	USD	9/30/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CES61	2025-08-26	184,247	USD	5/31/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128284V99	2025-08-26	187,976	USD	8/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828K742	2025-08-26	191,454	USD	8/15/2025	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CGT27	2025-08-26	192,017	USD	3/31/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CMA61	2025-08-26	194,074	USD	11/30/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CKA89	2025-08-26	194,478	USD	2/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CKQ32	2025-08-26	194,644	USD	5/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CLV18	2025-08-26	197,376	USD	10/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828ZQ64	2025-08-26	205,187	USD	5/15/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CFR79	2025-08-26	209,690	USD	10/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128286B18	2025-08-26	231,796	USD	2/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CGQ87	2025-08-26	243,763	USD	2/28/2030	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CMC28	2025-08-26	251,058	USD	12/31/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828X885	2025-08-26	279,710	USD	5/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CLK52	2025-08-26	287,958	USD	8/31/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CJN20	2025-08-26	292,924	USD	11/30/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828YB05	2025-08-26	353,374	USD	8/15/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CEE75	2025-08-26	365,503	USD	3/31/2029	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828V988	2025-08-26	375,146	USD	2/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128283W81	2025-08-26	376,086	USD	2/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828R366	2025-08-26	392,797	USD	5/15/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CDX65	2025-08-26	400,088	USD	1/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810FD55	2025-08-26	404,880	USD	4/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828P469	2025-08-26	471,942	USD	2/15/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CAL54	2025-08-26	487,196	USD	9/30/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CDJ71	2025-08-26	490,249	USD	11/15/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CCS89	2025-08-26	491,863	USD	8/15/2031	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CJY84	2025-08-26	496,962	USD	1/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810PV44	2025-08-26	521,412	USD	1/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128283R96	2025-08-26	548,661	USD	1/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US9128282L36	2025-08-26	555,779	USD	7/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CGW55	2025-08-26	561,021	USD	4/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810FQ68	2025-08-26	578,822	USD	4/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CHP95	2025-08-26	590,360	USD	7/15/2033	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CEZ05	2025-08-26	590,697	USD	7/15/2032	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828Y388	2025-08-26	603,658	USD	7/15/2028	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912810PS15	2025-08-26	623,216	USD	1/15/2027	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US91282CLW90	2025-08-26	624,871	USD	11/15/2034	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
AP3	UNITED STATES OF AMERICA	Governments & Sovereigns	US912828U246	2025-08-26	652,180	USD	11/15/2026	https://www.ap3.se/en/forvaltning/ap3s-portfolj/ap3s-vardepapper
